ID,Query,Category,Response,Timestamp,User Type
49663,What are the trending dishes this week?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-12-08 23:04:14.338212,Returning
49664,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-09-25 05:12:48.338212,Returning
49665,Can you recommend a high-protein meal?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2025-01-13 06:13:03.338212,New
49666,Suggest a good breakfast meal.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-12-30 18:19:04.338212,Returning
49667,Can you recommend a high-protein meal?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-12-21 22:16:35.338212,Returning
49668,What are the trending dishes this week?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2025-01-12 06:02:26.338212,Returning
49669,Can you suggest a meal under $10?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-05-29 08:15:46.338212,New
49670,Suggest something vegan and delicious.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2025-01-23 01:55:10.338212,Returning
49671,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-05-09 20:05:35.338212,New
49672,Can you suggest a meal under $10?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-08-28 20:57:44.338212,Returning
49673,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-06-06 05:11:53.338212,Returning
49674,What’s a good meal for weight loss?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-05-07 04:18:10.338212,New
49675,Recommend a dish from Italian cuisine.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-07-01 15:00:14.338212,New
49676,What’s a good meal for weight loss?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2025-01-18 07:43:33.338212,New
49677,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-10-02 18:57:24.338212,New
49678,What’s a good meal for weight loss?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-11-07 22:17:28.338212,New
49679,Can you recommend a high-protein meal?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-04-19 18:46:59.338212,Returning
49680,Can you suggest a meal under $10?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-05-17 17:03:06.338212,Returning
49681,"I need a spicy dish, any recommendations?",Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-04-18 13:49:58.338212,New
49682,Can you suggest a meal under $10?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-12-15 04:29:42.338212,Returning
49683,"I need a spicy dish, any recommendations?",Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-09-21 00:44:10.338212,Returning
49684,Can you recommend a high-protein meal?,Food Recommendations,You can get a delicious burger combo under $10.,2024-08-25 14:28:55.338212,New
49685,Suggest a good breakfast meal.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-05-27 07:43:58.338212,Returning
49686,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-08-23 17:25:17.338212,Returning
49687,Suggest something vegan and delicious.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-03-04 09:20:49.338212,New
49688,Suggest a good breakfast meal.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2025-01-22 02:41:33.338212,Returning
49689,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-07-20 03:01:02.338212,Returning
49690,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2025-02-25 11:23:16.338212,Returning
49691,What are the trending dishes this week?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-12-27 21:02:57.338212,Returning
49692,What’s a good meal for weight loss?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-10-21 16:35:20.338212,New
49693,What are the trending dishes this week?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-09-15 11:56:18.338212,New
49694,Suggest a good breakfast meal.,Food Recommendations,You can get a delicious burger combo under $10.,2024-03-06 18:47:13.338212,Returning
49695,"I need a spicy dish, any recommendations?",Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-09-27 21:57:40.338212,Returning
49696,Suggest something vegan and delicious.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-07-07 02:14:07.338212,New
49697,What’s a good meal for weight loss?,Food Recommendations,You can get a delicious burger combo under $10.,2024-08-08 12:35:32.338212,New
49698,Can you suggest a meal under $10?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-10-23 08:14:59.338212,Returning
49699,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-11-29 06:13:44.338212,New
49700,Recommend a dish from Italian cuisine.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2025-02-03 00:55:24.338212,Returning
49701,Can you suggest a meal under $10?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-03-20 14:33:10.338212,Returning
49702,Can you recommend a high-protein meal?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-04-16 13:08:57.338212,Returning
49703,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-03-26 13:52:06.338212,Returning
49704,"I need a spicy dish, any recommendations?",Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-05-10 11:47:26.338212,Returning
49705,What’s a good meal for weight loss?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-08-13 00:54:52.338212,New
49706,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-08-26 05:51:46.338212,New
49707,Suggest something vegan and delicious.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-10-13 14:46:18.338212,New
49708,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-03-22 17:30:40.338212,New
49709,Can you suggest a meal under $10?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-09-01 22:36:47.338212,Returning
49710,"I need a spicy dish, any recommendations?",Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-09-08 05:48:25.338212,Returning
49711,Suggest something vegan and delicious.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-07-01 17:12:04.338212,New
49712,Can you recommend a high-protein meal?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2025-01-03 09:00:16.338212,New
49713,Recommend a dish from Italian cuisine.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-10-15 02:13:01.338212,New
49714,Recommend a dish from Italian cuisine.,Food Recommendations,You can get a delicious burger combo under $10.,2024-10-12 07:42:34.338212,Returning
49715,Suggest something vegan and delicious.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2025-02-19 17:40:12.338212,Returning
49716,What’s a good meal for weight loss?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-09-07 11:20:17.338212,New
49717,Suggest a good breakfast meal.,Food Recommendations,You can get a delicious burger combo under $10.,2024-11-14 06:16:55.338212,Returning
49718,"I need a spicy dish, any recommendations?",Food Recommendations,You can get a delicious burger combo under $10.,2024-09-08 12:54:01.338212,New
49719,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-10-21 13:45:51.338212,Returning
49720,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-04-28 00:59:40.338212,New
49721,What are the trending dishes this week?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-05-07 19:32:33.338212,New
49722,Recommend a dish from Italian cuisine.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-12-13 13:10:56.338212,New
49723,Suggest a good breakfast meal.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2025-02-19 10:40:21.338212,Returning
49724,What’s a good meal for weight loss?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-08-12 21:57:11.338212,New
49725,Recommend a dish from Italian cuisine.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-11-07 20:07:14.338212,Returning
49726,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-11-13 08:51:23.338212,New
49727,"I need a spicy dish, any recommendations?",Food Recommendations,You can get a delicious burger combo under $10.,2024-06-06 20:11:00.338212,Returning
49728,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-09-12 09:45:08.338212,Returning
49729,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-04-14 09:37:07.338212,Returning
49730,Can you recommend a high-protein meal?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-10-05 13:58:25.338212,Returning
49731,Recommend a dish from Italian cuisine.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-04-20 04:23:54.338212,New
49732,Can you suggest a meal under $10?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-03-14 11:02:48.338212,Returning
49733,Suggest something vegan and delicious.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-04-26 02:06:00.338212,Returning
49734,What are the trending dishes this week?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2025-01-21 23:05:22.338212,New
49735,"I need a spicy dish, any recommendations?",Food Recommendations,You can get a delicious burger combo under $10.,2024-07-09 17:37:51.338212,Returning
49736,Can you recommend a high-protein meal?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-11-30 22:03:27.338212,Returning
49737,What are the trending dishes this week?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-08-21 08:44:07.338212,New
49738,Can you suggest a meal under $10?,Food Recommendations,You can get a delicious burger combo under $10.,2024-08-27 15:30:58.338212,Returning
49739,Can you recommend a high-protein meal?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-09-24 10:01:16.338212,New
49740,Recommend a dish from Italian cuisine.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2025-01-08 20:51:53.338212,New
49741,Suggest something vegan and delicious.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-09-25 01:02:33.338212,Returning
49742,Recommend a dish from Italian cuisine.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-08-24 01:35:16.338212,Returning
49743,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2025-01-23 05:17:17.338212,New
49744,Suggest a good breakfast meal.,Food Recommendations,You can get a delicious burger combo under $10.,2024-12-12 01:54:06.338212,Returning
49745,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-08-02 16:15:31.338212,Returning
49746,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-11-09 01:46:54.338212,Returning
49747,"I need a spicy dish, any recommendations?",Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-11-19 14:00:27.338212,New
49748,Suggest a good breakfast meal.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-10-27 04:51:55.338212,Returning
